epoch,train_loss,train_acc,train_recall,val_loss,val_acc,val_recall,male_loss,male_acc,male_recall,female_loss,female_acc,female_recall
25,0.3555,0.9500,0.9549,0.6357,0.7596,0.7560,0.7149,0.7404,0.7232,0.5554,0.7788,0.7887
26,0.3208,0.9580,0.9631,0.6497,0.7548,0.7552,0.7392,0.7596,0.7426,0.5582,0.7500,0.7679
27,0.3135,0.9648,0.9691,0.6144,0.7380,0.7574,0.6752,0.7404,0.7426,0.5534,0.7356,0.7723
28,0.3050,0.9617,0.9675,0.6247,0.7764,0.7783,0.6983,0.7837,0.7649,0.5501,0.7692,0.7917
29,0.2823,0.9735,0.9770,0.6814,0.7596,0.7574,0.7791,0.7500,0.7277,0.5815,0.7692,0.7872
30,0.2767,0.9722,0.9762,0.6275,0.7572,0.7641,0.6817,0.7740,0.7604,0.5732,0.7404,0.7679
31,0.2681,0.9735,0.9764,0.6262,0.7524,0.7552,0.6202,0.7837,0.7693,0.6310,0.7212,0.7411
32,0.2470,0.9772,0.9800,0.6063,0.7861,0.7879,0.6876,0.7837,0.7649,0.5242,0.7885,0.8110
33,0.2369,0.9833,0.9856,0.6172,0.7644,0.7597,0.6689,0.7740,0.7515,0.5649,0.7548,0.7679
34,0.2392,0.9846,0.9868,0.6256,0.7692,0.7671,0.6953,0.7837,0.7649,0.5545,0.7548,0.7693
35,0.2383,0.9840,0.9869,0.6179,0.7668,0.7738,0.6781,0.7692,0.7574,0.5574,0.7644,0.7902
36,0.2244,0.9846,0.9868,0.5912,0.7740,0.7775,0.6443,0.7837,0.7708,0.5380,0.7644,0.7842
37,0.2136,0.9889,0.9900,0.6121,0.7692,0.7708,0.6780,0.7740,0.7545,0.5454,0.7644,0.7872
38,0.2123,0.9870,0.9891,0.6023,0.7740,0.7790,0.6652,0.7788,0.7634,0.5389,0.7692,0.7946
39,0.1997,0.9907,0.9917,0.6022,0.7692,0.7679,0.6744,0.7692,0.7500,0.5287,0.7692,0.7857
40,0.1977,0.9932,0.9942,0.5809,0.7740,0.7783,0.6199,0.7885,0.7723,0.5418,0.7596,0.7842
41,0.1957,0.9944,0.9952,0.5781,0.7812,0.7827,0.6423,0.7837,0.7664,0.5132,0.7788,0.7991
42,0.1899,0.9926,0.9933,0.5963,0.7837,0.7872,0.6656,0.7837,0.7664,0.5265,0.7837,0.8080
43,0.1811,0.9944,0.9952,0.5831,0.7716,0.7783,0.6339,0.7837,0.7679,0.5322,0.7596,0.7887
44,0.1776,0.9932,0.9940,0.5875,0.7740,0.7716,0.6413,0.7933,0.7723,0.5332,0.7548,0.7708
45,0.1802,0.9957,0.9965,0.5620,0.7788,0.7857,0.6220,0.7885,0.7768,0.5017,0.7692,0.7946
46,0.1779,0.9932,0.9942,0.5982,0.7668,0.7671,0.6446,0.7788,0.7589,0.5509,0.7548,0.7753
47,0.1739,0.9944,0.9954,0.5802,0.7668,0.7708,0.6210,0.7740,0.7589,0.5390,0.7596,0.7827
48,0.1651,0.9969,0.9975,0.5689,0.7812,0.7850,0.6239,0.7981,0.7812,0.5132,0.7644,0.7887
49,0.1627,0.9957,0.9962,0.5783,0.7812,0.7857,0.6340,0.7933,0.7783,0.5220,0.7692,0.7932
50,0.1588,0.9957,0.9965,0.5681,0.7837,0.7879,0.6139,0.7933,0.7768,0.5220,0.7740,0.7991
